biomarker_id	biomarker	assessed_biomarker_entity	assessed_biomarker_entity_id	assessed_entity_type	condition	condition_id	exposure_agent	exposure_agent_id	best_biomarker_role	specimen	specimen_id	loinc_code	evidence_source	evidence	tag
AN6320-1	increased CEACAM5 level	Carcinoembryonic antigen	UPKB:P06731	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19166-8	Pubmed:32347972	Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1 (R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries.	biomarker;assessed_biomarker_entity;specimen
AN6320-1	increased CEACAM5 level	Carcinoembryonic antigen	UPKB:P06731	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19166-8	Pubmed:32333071	On laboratory work-up, mildly elevated carcinoembryonic antigen (CEA = 9.8 ng/mL, normal range up to 5 ng/mL) was detected.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6320-1	increased CEACAM5 level	Carcinoembryonic antigen	UPKB:P06731	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19166-8	Pubmed:32540459	In conclusion, the serum CEA levels were found to be increased in patients with severe or critically severe SARS-CoV-2 infection.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6320-1	increased CEACAM5 level	Carcinoembryonic antigen	UPKB:P06731	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19166-8	Pubmed:32504736	In addition, the significant differences of plasma level of CEA, CYFRA21- 1 and SCCA were observed among the subgroups of severity of disease and clinical outcome (Table 1) and plasma level of CEA, CYFRA21-1, SCCA were significantly increased with the advance serverity of disease.	biomarker;assessed_biomarker_entity;specimen
AN6320-1	increased CEACAM5 level	Carcinoembryonic antigen	UPKB:P06731	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19166-8	Pubmed:32504736	Additional cancer biomarkers such as carcinoembryonic antigen (CEA), carbohydrate antigens 125 and 153, squamous cell carcinoma antigen (SCC) and neuron-specific enolase (NSE) increased significantly in many critical cases. [DOI:10.2139/ssrn.3552854] In addition, the significant differences of plasma level of CEA, CYFRA21- 1 and SCCA were observed among the subgroups of severity of disease and clinical outcome (Table 1) and plasma level of CEA, CYFRA21-1, SCCA were significantly increased with the advance serverity of disease.	biomarker;assessed_biomarker_entity;specimen
AN6320-1	increased CEACAM5 level	Carcinoembryonic antigen	UPKB:P06731	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19166-8	Pubmed:32504736	In short, we concluded that the concentrations of tumor biomarkers of CEA, CYFRA21-1, NSE, SCCA, ProGRP were elevated in COVID-19 patients, and that CEA, CYFRA21-1, SCCA could predict the clinical outcome of COVID-19 patients.	biomarker;assessed_biomarker_entity;specimen
AN6320-1	increased CEACAM5 level	Carcinoembryonic antigen	UPKB:P06731	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19166-8	Pubmed:32347972	Significant increases in levels of human epididymis protein 4 (HE4), cytokeratin-19 fragment (CYFRA21-1), carcinoembryonic antigen (CEA), carbohydrate antigens (CA) 125 , and 153 Squamous cell carcinoma antigen (SCC) and CA199 increased significantly.	biomarker;assessed_biomarker_entity;specimen
AN6320-1	increased CEACAM5 level	Carcinoembryonic antigen	UPKB:P06731	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19166-8	Pubmed:32504736	Tumor biomarkers, such as carcino embryonic antigen (CEA), cytokeratin 19 fragment (CYFRA21-1), neuron-specific enolase (NSE), squamous cell carcinoma antigen (SCCA) and Pro-Gastrin Releasing Peptide (ProGRP), were elevated.	biomarker;assessed_biomarker_entity;specimen
AN6320-1	increased CEACAM5 level	Carcinoembryonic antigen	UPKB:P06731	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19166-8	Pubmed:32347972	This is the first report with such a substantial evaluation of cancer biomarkers on a large patient population of COVID-19. Our data demonstrate that levels of serum HE4, CYFRA21-1, CEA, CA125, CA153, SCC, and NSE are positively associated with CRP, a crucial factor in correlation with the severity of the disease. We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute pathophysiological injuries in COVID-19.	biomarker;assessed_biomarker_entity;specimen
AN6320-1	increased CEACAM5 level	Carcinoembryonic antigen	UPKB:P06731	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19166-8	Pubmed:32347972	Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1 (R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries.;|Significant increases in levels of human epididymis protein 4 (HE4), cytokeratin-19 fragment (CYFRA21-1), carcinoembryonic antigen (CEA), carbohydrate antigens (CA) 125 , and 153 Squamous cell carcinoma antigen (SCC) and CA199 increased significantly.;|This is the first report with such a substantial evaluation of cancer biomarkers on a large patient population of COVID-19. Our data demonstrate that levels of serum HE4, CYFRA21-1, CEA, CA125, CA153, SCC, and NSE are positively associated with CRP, a crucial factor in correlation with the severity of the disease. We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute pathophysiological injuries in COVID-19.	condition;best_biomarker_role
AN6320-1	increased CEACAM5 level	Carcinoembryonic antigen	UPKB:P06731	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19166-8	Pubmed:32504736	In addition, the significant differences of plasma level of CEA, CYFRA21- 1 and SCCA were observed among the subgroups of severity of disease and clinical outcome (Table 1) and plasma level of CEA, CYFRA21-1, SCCA were significantly increased with the advance serverity of disease.;|Additional cancer biomarkers such as carcinoembryonic antigen (CEA), carbohydrate antigens 125 and 153, squamous cell carcinoma antigen (SCC) and neuron-specific enolase (NSE) increased significantly in many critical cases. [DOI:10.2139/ssrn.3552854] In addition, the significant differences of plasma level of CEA, CYFRA21- 1 and SCCA were observed among the subgroups of severity of disease and clinical outcome (Table 1) and plasma level of CEA, CYFRA21-1, SCCA were significantly increased with the advance serverity of disease.;|In short, we concluded that the concentrations of tumor biomarkers of CEA, CYFRA21-1, NSE, SCCA, ProGRP were elevated in COVID-19 patients, and that CEA, CYFRA21-1, SCCA could predict the clinical outcome of COVID-19 patients.;|Tumor biomarkers, such as carcino embryonic antigen (CEA), cytokeratin 19 fragment (CYFRA21-1), neuron-specific enolase (NSE), squamous cell carcinoma antigen (SCCA) and Pro-Gastrin Releasing Peptide (ProGRP), were elevated.	condition;best_biomarker_role
AN6411-2	increased PROGRP level	Progastrin releasing peptide	PRO:PR_000050383	peptide	lung cancer	DOID:1324			monitoring	blood	UBERON:0000178		Pubmed:16033098	Tumor marker serum levels were related to histological type and tumor extension, CEA in adenocarcinomas. The most sensitive combinations of tumor markers were ProGRP and NSE in SCLC (88%), and CEA plus CYFRA in NSCLC (82%).	biomarker;assessed_biomarker_entity;specimen
AN6411-2	increased PROGRP level	Progastrin releasing peptide	PRO:PR_000050383	peptide	lung cancer	DOID:1324			monitoring	blood	UBERON:0000178		Pubmed:30994045	Our results confirm that patients with lung cancer have increased serum levels of CEA, CYFRA 21-1, ProGRP, and NSE compared to patients with benign disease. Moreover, we found a strong association among the SCLC patients and high levels of ProGRP and NSE.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6411-2	increased PROGRP level	Progastrin releasing peptide	PRO:PR_000050383	peptide	lung cancer	DOID:1324			monitoring	blood	UBERON:0000178		Pubmed:16033098	Tumor marker serum levels were related to histological type and tumor extension, with ProGRP being the most sensitive marker in SCLC. The most sensitive combinations of tumor markers were ProGRP and NSE in SCLC (88%), and CEA plus CYFRA in NSCLC (82%). In summary, ProGRP is the tumor marker of choice in SCLC and NSE is a complementary tumor marker in this histological type.	biomarker;assessed_biomarker_entity;specimen
AN6411-2	increased PROGRP level	Progastrin releasing peptide	PRO:PR_000050383	peptide	lung cancer	DOID:1324			monitoring	blood	UBERON:0000178		Pubmed:32504736	Tumor biomarkers, such as carcinoembryonic antigen (CEA), cytokeratin 19 fragment (CYFRA21-1), neuron-specific enolase (NSE), squamous cell carcinoma antigen (SCCA) and Pro-Gastrin Releasing Peptide (ProGRP), were elevated in cases than those in controls (pall<0.01.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6411-2	increased PROGRP level	Progastrin releasing peptide	PRO:PR_000050383	peptide	lung cancer	DOID:1324			monitoring	blood	UBERON:0000178		Pubmed:27747005	Plasma proGRP level could be a useful diagnostic and therapeutic monitoring biomarker for patients with SCLC and the initial level may help with SCLC tumor staging. At cutoff level of 63 pg/mL, proGRP shows 85.7% sensitivity, 90.2% specificity, 72.5% positive predictive value and 95.4% negative predictive value in patients with SCLC. Median proGRP level was higher in extensive disease (1,055.2 pg/mL) than limited disease (253.8 pg/mL, P=0.005). Median OS was significantly shorter in patients with extensive disease (6.0±0.7 months) than limited disease (12.7±4.5 months, P<0.01).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6411-2	increased PROGRP level	Progastrin releasing peptide	PRO:PR_000050383	peptide	lung cancer	DOID:1324			monitoring	blood	UBERON:0000178		Pubmed:16033098	Tumor marker serum levels were related to histological type and tumor extension, CEA in adenocarcinomas. The most sensitive combinations of tumor markers were ProGRP and NSE in SCLC (88%), and CEA plus CYFRA in NSCLC (82%).;|Tumor marker serum levels were related to histological type and tumor extension, with ProGRP being the most sensitive marker in SCLC. The most sensitive combinations of tumor markers were ProGRP and NSE in SCLC (88%), and CEA plus CYFRA in NSCLC (82%). In summary, ProGRP is the tumor marker of choice in SCLC and NSE is a complementary tumor marker in this histological type.	condition;best_biomarker_role
AN6322-1	increased MUC16 level	Mucin-16	UPKB:Q8WXI7	protein	uterine cancer	DOID:363			predictive	uterus	UBERON:0000995	10334-1	Pubmed:29958235	The median levels of CA-125 were 9 to 14 times higher for each parameter that demonstrated extrauterine metastasis (all with P < 0.001). Levels of CA-125 were significantly associated with positive cytology (P < 0.0001), omental disease (P < 0.0001), pelvic or para-aortic lymph node metastasis (P < 0.0001), and adnexal involvement (P < 0.0001).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6746-2	increased CA125 levels	Cancer Antigen 125	UPKB:Q8WXI7	protein	breast cancer	DOID:1612			prognostic	blood	UBERON:0000178		Pubmed:24674678	The results indicate an increased level of CA15-3 in breast cancer patients (29.02+/-1.79 IU/ml) as compared to both women with benign tumor and healthy controls (13.78+/-1.24 and 8.92+/-0.48 IU/ml, respectively), and that this increase is associated to advanced stages. Patients with HER2/neu positive malignancies show elevated serum CA15-3 (37.09+/-2.55 IU/ml), as well as patients who developed recurrence (40.75+/-2.11 IU/ml). Study suggests that higher levels of CA 15-3 would be a reliable prognostic marker as they were directly related to advanced stages and recurrence. In addition, persistent elevation of CA 15-3 was associated to HER2/neu positivity in breast cancer patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6324-1	increased MUC1 level	Mucin-1	UPKB:P15941	protein	breast cancer	DOID:1612			prognostic	blood	UBERON:0000178	19207-0	Pubmed:24674678	The results indicate an increased level of CA15-3 in breast cancer patients (29.02+/-1.79 IU/ml) as compared to both women with benign tumor and healthy controls (13.78+/-1.24 and 8.92+/-0.48 IU/ml, respectively), and that this increase is associated to advanced stages. Patients with HER2/neu positive malignancies show elevated serum CA15-3 (37.09+/-2.55 IU/ml), as well as patients who developed recurrence (40.75+/-2.11 IU/ml). Study suggests that higher levels of CA 15-3 would be a reliable prognostic marker as they were directly related to advanced stages and recurrence. In addition, persistent elevation of CA 15-3 was associated to HER2/neu positivity in breast cancer patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6325-1	elevated KL-6 levels	Krebs von den Lungen-6	UPKB:P15941	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32470148	Increased KL-6 serum concentrations were observed in patients with severe pulmonary involvement, suggesting potential usefulness of KL-6 measurement to evaluate COVID-19 patients prognosis.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6326-1	increased SART3 level	Squamous cell carcinoma antigen	UPKB:Q15020	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19207-0	Pubmed:32504736	In addition, the significant differences of plasma level of CEA, CYFRA21- 1 and SCCA were observed among the subgroups of severity of disease and clinical outcome (Table 1) and plasma level of CEA, CYFRA21-1, SCCA were significantly increased with the advance serverity of disease.	biomarker;assessed_biomarker_entity;specimen
AN6326-1	increased SART3 level	Squamous cell carcinoma antigen	UPKB:Q15020	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19207-0	Pubmed:32347972	Additional cancer biomarkers such as carcinoembryonic antigen (CEA), carbohydrate antigens 125 and 153, squamous cell carcinoma antigen (SCC) and neuron-specific enolase (NSE) increased significantly in many critical cases. [DOI:10.2139/ssrn.3552854] Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1(R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries.	biomarker;assessed_biomarker_entity;specimen
AN6326-1	increased SART3 level	Squamous cell carcinoma antigen	UPKB:Q15020	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19207-0	Pubmed:32504736	In short, we concluded that the concentrations of tumor biomarkers of CEA, CYFRA21-1, NSE, SCCA, ProGRP were elevated in COVID-19 patients, and that CEA, CYFRA21-1, SCCA could predict the clinical outcome of COVID-19 patients.	biomarker;assessed_biomarker_entity;specimen
AN6326-1	increased SART3 level	Squamous cell carcinoma antigen	UPKB:Q15020	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19207-0	Pubmed:32347972	Significant increases in levels of human epididymis protein 4 (HE4), cytokeratin-19 fragment (CYFRA21-1), carcinoembryonic antigen (CEA), carbohydrate antigens (CA) 125 , and 153 Squamous cell carcinoma antigen (SCC) and CA199 increased significantly.	biomarker;assessed_biomarker_entity;specimen
AN6326-1	increased SART3 level	Squamous cell carcinoma antigen	UPKB:Q15020	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19207-0	Pubmed:32347972	Presence of elevated CYFRA21 levels shown as predictor of COVID-19 severity:|Presence of elevated SCC levels shown as predictor of COVID-19 severity.	biomarker;assessed_biomarker_entity;specimen
AN6326-1	increased SART3 level	Squamous cell carcinoma antigen	UPKB:Q15020	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19207-0	Pubmed:32504736	Increased levels of CYFRA21-1 were observed in COVID-19 patients, and could predict the clinical outcome of patients.	biomarker;assessed_biomarker_entity;specimen
AN6326-1	increased SART3 level	Squamous cell carcinoma antigen	UPKB:Q15020	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19207-0	Pubmed:32347972	Squamous cell carcinoma antigen (SCC) and CA199 increased significantly only in critical cases of COVID-19 as compared with mild and severe cases and normal controls.	biomarker;assessed_biomarker_entity;specimen
AN6326-1	increased SART3 level	Squamous cell carcinoma antigen	UPKB:Q15020	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19207-0	Pubmed:32347972	Additional cancer biomarkers such as carcinoembryonic antigen (CEA), carbohydrate antigens 125 and 153, squamous cell carcinoma antigen (SCC) and neuron-specific enolase (NSE) increased significantly in many critical cases. [DOI:10.2139/ssrn.3552854] Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1(R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries.;|Squamous cell carcinoma antigen (SCC) and CA199 increased significantly only in critical cases of COVID-19 as compared with mild and severe cases and normal controls.;|Significant increases in levels of human epididymis protein 4 (HE4), cytokeratin-19 fragment (CYFRA21-1), carcinoembryonic antigen (CEA), carbohydrate antigens (CA) 125 , and 153 Squamous cell carcinoma antigen (SCC) and CA199 increased significantly.;|Presence of elevated CYFRA21 levels shown as predictor of COVID-19 severity:|Presence of elevated SCC levels shown as predictor of COVID-19 severity.	best_biomarker_role;condition
AN6326-1	increased SART3 level	Squamous cell carcinoma antigen	UPKB:Q15020	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	19207-0	Pubmed:32504736	In addition, the significant differences of plasma level of CEA, CYFRA21- 1 and SCCA were observed among the subgroups of severity of disease and clinical outcome (Table 1) and plasma level of CEA, CYFRA21-1, SCCA were significantly increased with the advance serverity of disease.;|In short, we concluded that the concentrations of tumor biomarkers of CEA, CYFRA21-1, NSE, SCCA, ProGRP were elevated in COVID-19 patients, and that CEA, CYFRA21-1, SCCA could predict the clinical outcome of COVID-19 patients.;|Increased levels of CYFRA21-1 were observed in COVID-19 patients, and could predict the clinical outcome of patients.	condition;best_biomarker_role
AN6326-2	increased SART3 level	Squamous cell carcinoma antigen	UPKB:Q15020	protein	cervical cancer	DOID:4362			predictive	blood	UBERON:0000178	19207-0	Pubmed:30479085	Pre-treatment SCC-Ag level higher than 4 ng/mL may be a useful predictor of tumor recurrence in patients with squamous-cell carcinoma of uterine cervix treated with definitive CRT and ICR.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6328-1	increased CA199 level	Carbohydrate antigen 199	CHEBI:61793	carbohydrate	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32347972	Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1(R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries.	biomarker;assessed_biomarker_entity;specimen
AN6328-1	increased CA199 level	Carbohydrate antigen 199	CHEBI:61793	carbohydrate	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32347972	Significant increases in levels of human epididymis protein 4 (HE4), cytokeratin-19 fragment (CYFRA21-1), carcinoembryonic antigen (CEA), carbohydrate antigens (CA) 125 , and 153. Squamous cell carcinoma antigen (SCC) and CA199 increased significantly.	biomarker;assessed_biomarker_entity;specimen
AN6328-1	increased CA199 level	Carbohydrate antigen 199	CHEBI:61793	carbohydrate	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32347972	Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1(R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries.;|Significant increases in levels of human epididymis protein 4 (HE4), cytokeratin-19 fragment (CYFRA21-1), carcinoembryonic antigen (CEA), carbohydrate antigens (CA) 125 , and 153. Squamous cell carcinoma antigen (SCC) and CA199 increased significantly.	condition;best_biomarker_role
AN6329-1	increased CA199 level	Carbohydrate antigen 199	PCCID:643993	glycan	COVID-19	DOID:1324			risk	blood	UBERON:0000178		Pubmed:32347972	Squamous cell carcinoma antigen (SCC) and CA199 increased significantly only in critical cases of COVID-19 as compared with mild and severe cases and normal controls.	biomarker;assessed_biomarker_entity;specimen
AN6330-1	increased IFNG level	Interferon gamma	UPKB:P01579	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	12729-0	Pubmed:31986264	We noted that patients infected with 2019-nCoV also had high amounts of IL1B, IFN gamma, IP10, and MCP1, probably leading to activated T-helper-1 (Th1) cell responses. Initial plasma IL1B concentrations were higher in both ICU patients and non-ICU patients than in healthy adults.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6330-1	increased IFNG level	Interferon gamma	UPKB:P01579	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	12729-0	Pubmed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6330-2	increased IFNG level	Interferon gamma	UPKB:P01579	protein	diabetes mellitus	DOID:9351			diagnostic	blood	UBERON:0000178	12729-0	Pubmed:15296648	IFN gamma level in patients from group 1 (T2DM) was 3.13 ± 0.92 pg/ml, group 2 (CC) 2.73 ± 0.91 pg/ ml, group 3 (T2DM and CC) 2.46 ± 0.98 pg/ml and group 4 (control) 5.02 ± 1.43 pg/ml; p < 0.05. There was no statistically significant difference in the concentration of IFN gamma in patients with T2DM and CC compared to other subjects. However, it has been demonstrated that level of IFN gamma in the control group and the group of patients with T2DM without CC was higher than in the other two groups.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6331-1	increased CCL2 level	Monocyte chemoattractant protein 1	UPKB:P13500	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:33303843	Elevated levels of pro-inflammatory cytokines were present in patients with severe COVID19. IL-6 and MCP-1 were inversely correlated with P/F with the largest AUC in ROC analyses and should be further explored as biomarkers to identify patients at risk for severe RF and as targets for improved treatment strategies.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6331-1	increased CCL2 level	Monocyte chemoattractant protein 1	UPKB:P13500	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:31986264	We noted that patients infected with 2019-nCoV also had high amounts of IL1B, IFN gamma, IP10, and MCP1, probably leading to activated T-helper-1 (Th1) cell responses. Initial plasma IL1B concentrations were higher in both ICU patients and non-ICU patients than in healthy adults.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6331-2	increased CCL2 level	Monocyte chemoattractant protein 1	UPKB:P13500	protein	liver cancer	DOID:3571			predictive	liver	UBERON:0002107		Pubmed:19287949	Univariate analysis demonstrated that the timing of metastases, tumor size, number of metastases, and MCP-1 expression were significant prognostic factors. Multivariate analysis demonstrated that MCP-1 expression was a significant prognostic factor in hepatic disease-free survival.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6331-3	increased CCL2 level	Monocyte chemoattractant protein 1	UPKB:P13500	protein	diabetes mellitus	DOID:9351			prognostic	blood	UBERON:0000178		Pubmed:25143907	Glycemic status influences serum MCP-1, and lack of glycemic control contributes to increased serum MCP-1 levels. Serum MCP-1 may thus serve as a biomarker of inflammation and disease progression in diabetes with periodontitis.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6332-1	increased CSF3 level	Granulocyte colony-stimulating factor	UPKB:P09919	protein	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178	54458-5	Pubmed:21431281	It was found that 12 patients had a white blood cell count increased beyond normal as well as a high G-CSF plasma level and the survival of these patients was shorter as compared to the rest of the patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6332-2	increased CSF3 level	Granulocyte colony-stimulating factor	UPKB:P09919	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	54458-5	Pubmed:31986264	Comparison between ICU and non-ICU patients showed that plasma concentrations of IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1A, and TNF alpha were higher in ICU patients than non-ICU patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6332-2	increased CSF3 level	Granulocyte colony-stimulating factor	UPKB:P09919	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	54458-5	Pubmed:32222466	IL-2, IL-7, IL-10, G-CSF, IP10, MCP1, MIP1A, TNF alpha were higher in severe patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6333-1	increased CCL3 level	Macrophage inflammatory protein 1-alpha	UPKB:P10147	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:31986264	Comparison between ICU and non-ICU patients showed that plasma concentrations of IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1A, and TNF alpha were higher in ICU patients than non-ICU patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6333-1	increased CCL3 level	Macrophage inflammatory protein 1-alpha	UPKB:P10147	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32222466	IL-2, IL-7, IL-10, G-CSF, IP10, MCP1, MIP1A, TNF alpha were higher in severe patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6334-1	increased IL4 level	Interleukin-4	UPKB:P05112	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	27161-9	Pubmed:32222466	2019-nCoV infection also initiated increased secretion of T-helper-2 (Th2) cytokines (eg, IL4 and IL10) that suppress inflammation, which differs from SARS-CoV infection.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6334-1	increased IL4 level	Interleukin-4	UPKB:P05112	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	27161-9	Pubmed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
